"Postcode","Age Group","Number of People"
3555,"15_19",1036
3555,"20_24",1331
3555,"25_34",2777
3555,"35_44",2243
3555,"45_54",2236
3555,"55_64",2384
3555,"65_74",2150
3555,"75_84",1422
3556,"0_4",898
3556,"5_14",1686
3556,"15_19",822
3556,"20_24",921
3556,"25_34",1662
3556,"35_44",1510
3556,"45_54",1591
3556,"55_64",1715
3556,"65_74",1324
3556,"75_84",711
3557,"0_4",52
3557,"5_14",116
3557,"15_19",57
3557,"20_24",32
3557,"25_34",65
3557,"35_44",115
3557,"45_54",124
3557,"55_64",114
3557,"65_74",81
3557,"75_84",25
3558,"0_4",52
3558,"5_14",88
3558,"15_19",47
3558,"20_24",41
3558,"25_34",57
3558,"35_44",80
3558,"45_54",138
3558,"55_64",143
3558,"65_74",133
3558,"75_84",106
3559,"0_4",37
3559,"5_14",61
3559,"15_19",33
3559,"20_24",24
3559,"25_34",42
3559,"35_44",60
3559,"45_54",76
3559,"55_64",74
3559,"65_74",76
3559,"75_84",48
3561,"0_4",268
3561,"5_14",509
3561,"15_19",280
3561,"20_24",224
3561,"25_34",363
3561,"35_44",427
3561,"45_54",625
3561,"55_64",651
3561,"65_74",546
3561,"75_84",381
3562,"0_4",16
3562,"5_14",37
3562,"15_19",16
3562,"20_24",9
3562,"25_34",28
3562,"35_44",31
3562,"45_54",44
3562,"55_64",55
3562,"65_74",29
3562,"75_84",11
3563,"0_4",29
3563,"5_14",128
3563,"15_19",51
3563,"20_24",55
3563,"25_34",65
3563,"35_44",73
3563,"45_54",129
3563,"55_64",116
3563,"65_74",83
3563,"75_84",54
3564,"0_4",898
3564,"5_14",1996
3564,"15_19",1032
3564,"20_24",776
3564,"25_34",1647
3564,"35_44",1789
3564,"45_54",2145
3564,"55_64",2224
3564,"65_74",1841
3564,"75_84",1131
3565,"0_4",3
3565,"5_14",22
3565,"15_19",11
3565,"20_24",3
3565,"25_34",8
3565,"35_44",18
3565,"45_54",22
3565,"55_64",13
3565,"65_74",10
3565,"75_84",10
3566,"0_4",32
3566,"5_14",76
3566,"15_19",33
3566,"20_24",20
3566,"25_34",42
3566,"35_44",58
3566,"45_54",91
3566,"55_64",93
3566,"65_74",73
3566,"75_84",34
3567,"0_4",33
3567,"5_14",92
3567,"15_19",40
3567,"20_24",18
3567,"25_34",38
3567,"35_44",65
3567,"45_54",107
3567,"55_64",107
3567,"65_74",77
3567,"75_84",66
3568,"0_4",141
3568,"5_14",305
3568,"15_19",160
3568,"20_24",134
3568,"25_34",230
3568,"35_44",300
3568,"45_54",380
3568,"55_64",422
3568,"65_74",465
3568,"75_84",283
3570,"0_4",40
3570,"5_14",108
3570,"15_19",61
3570,"20_24",21
3570,"25_34",62
3570,"35_44",77
3570,"45_54",128
3570,"55_64",134
3570,"65_74",84
3570,"75_84",32
3571,"0_4",22
3571,"5_14",35
3571,"15_19",32
3571,"20_24",13
3571,"25_34",29
3571,"35_44",31
3571,"45_54",47
3571,"55_64",44
3571,"65_74",39
3571,"75_84",25
3572,"0_4",11
3572,"5_14",26
3572,"15_19",11
3572,"20_24",3
3572,"25_34",7
3572,"35_44",22
3572,"45_54",19
3572,"55_64",33
3572,"65_74",12
3572,"75_84",4
3573,"0_4",22
3573,"5_14",59
3573,"15_19",20
3573,"20_24",7
3573,"25_34",39
3573,"35_44",34
3573,"45_54",48
3573,"55_64",61
3573,"65_74",39
3573,"75_84",10
3575,"0_4",47
3575,"5_14",111
3575,"15_19",49
3575,"20_24",23
3575,"25_34",55
3575,"35_44",95
3575,"45_54",109
3575,"55_64",149
3575,"65_74",74
3575,"75_84",59
3576,"0_4",10
3576,"5_14",10
3576,"15_19",0
3576,"20_24",0
3576,"25_34",4
3576,"35_44",15
3576,"45_54",3
3576,"55_64",21
3576,"65_74",12
3576,"75_84",0
3579,"0_4",270
3579,"5_14",630
3579,"15_19",304
3579,"20_24",242
3579,"25_34",486
3579,"35_44",506
3579,"45_54",699
3579,"55_64",800
3579,"65_74",709
3579,"75_84",509
3580,"0_4",56
3580,"5_14",83
3580,"15_19",65
3580,"20_24",34
3580,"25_34",84
3580,"35_44",85
3580,"45_54",126
3580,"55_64",173
3580,"65_74",191
3580,"75_84",79
3581,"0_4",3
3581,"5_14",24
3581,"15_19",22
3581,"20_24",12
3581,"25_34",6
3581,"35_44",16
3581,"45_54",34
3581,"55_64",26
3581,"65_74",20
3581,"75_84",8
3583,"0_4",15
3583,"5_14",30
3583,"15_19",18
3583,"20_24",13
3583,"25_34",20
3583,"35_44",28
3583,"45_54",30
3583,"55_64",25
3583,"65_74",20
3583,"75_84",7
3584,"0_4",59
3584,"5_14",180
3584,"15_19",65
3584,"20_24",28
3584,"25_34",121
3584,"35_44",128
3584,"45_54",147
3584,"55_64",182
3584,"65_74",134
3584,"75_84",68
3585,"0_4",784
3585,"5_14",1327
3585,"15_19",714
3585,"20_24",697
3585,"25_34",1443
3585,"35_44",1285
3585,"45_54",1377
3585,"55_64",1303
3585,"65_74",1090
3585,"75_84",801
3586,"0_4",36
3586,"5_14",133
3586,"15_19",71
3586,"20_24",44
3586,"25_34",75
3586,"35_44",95
3586,"45_54",140
3586,"55_64",147
3586,"65_74",62
3586,"75_84",14
3588,"0_4",25
3588,"5_14",45
3588,"15_19",22
3588,"20_24",23
3588,"25_34",38
3588,"35_44",33
3588,"45_54",56
3588,"55_64",58
3588,"65_74",43
3588,"75_84",21
3589,"0_4",20
3589,"5_14",47
3589,"15_19",19
3589,"20_24",32
3589,"25_34",31
3589,"35_44",38
3589,"45_54",50
3589,"55_64",52
3589,"65_74",36
3589,"75_84",18
3590,"0_4",23
3590,"5_14",54
3590,"15_19",23
3590,"20_24",11
3590,"25_34",33
3590,"35_44",40
3590,"45_54",48
3590,"55_64",54
3590,"65_74",35
3590,"75_84",12
3591,"0_4",10
3591,"5_14",17
3591,"15_19",6
3591,"20_24",8
3591,"25_34",10
3591,"35_44",28
3591,"45_54",27
3591,"55_64",33
3591,"65_74",11
3591,"75_84",3
3594,"0_4",17
3594,"5_14",62
3594,"15_19",28
3594,"20_24",38
3594,"25_34",44
3594,"35_44",48
3594,"45_54",82
3594,"55_64",92
3594,"65_74",75
3594,"75_84",41
3595,"0_4",33
3595,"5_14",75
3595,"15_19",35
3595,"20_24",40
3595,"25_34",58
3595,"35_44",54
3595,"45_54",90
3595,"55_64",104
3595,"65_74",91
3595,"75_84",54
3596,"0_4",4
3596,"5_14",14
3596,"15_19",5
3596,"20_24",0
3596,"25_34",11
3596,"35_44",9
3596,"45_54",21
3596,"55_64",16
3596,"65_74",8
3596,"75_84",7
3597,"0_4",19
3597,"5_14",34
3597,"15_19",35
3597,"20_24",21
3597,"25_34",35
3597,"35_44",49
3597,"45_54",76
3597,"55_64",67
3597,"65_74",46
3597,"75_84",22
3599,"0_4",3
3599,"5_14",25
3599,"15_19",7
3599,"20_24",3
3599,"25_34",5
3599,"35_44",20
3599,"45_54",24
3599,"55_64",18
3599,"65_74",20
3599,"75_84",11
3607,"0_4",4
3607,"5_14",24
3607,"15_19",12
3607,"20_24",3
3607,"25_34",15
3607,"35_44",14
3607,"45_54",25
3607,"55_64",20
3607,"65_74",13
3607,"75_84",3
3608,"0_4",108
3608,"5_14",232
3608,"15_19",113
3608,"20_24",95
3608,"25_34",208
3608,"35_44",243
3608,"45_54",317
3608,"55_64",440
3608,"65_74",378
3608,"75_84",202
3610,"0_4",73
3610,"5_14",187
3610,"15_19",91
3610,"20_24",61
3610,"25_34",188
3610,"35_44",241
3610,"45_54",261
3610,"55_64",254
3610,"65_74",187
3610,"75_84",121
3612,"0_4",65
3612,"5_14",143
3612,"15_19",93
3612,"20_24",63
3612,"25_34",116
3612,"35_44",126
3612,"45_54",271
3612,"55_64",330
3612,"65_74",286
3612,"75_84",172
3614,"0_4",58
3614,"5_14",145
3614,"15_19",59
3614,"20_24",31
3614,"25_34",89
3614,"35_44",125
3614,"45_54",145
3614,"55_64",129
3614,"65_74",78
3614,"75_84",19
3616,"0_4",360
3616,"5_14",651
3616,"15_19",314
3616,"20_24",261
3616,"25_34",579
3616,"35_44",603
3616,"45_54",731
3616,"55_64",738
3616,"65_74",578
3616,"75_84",372
3617,"0_4",7
3617,"5_14",12
3617,"15_19",15
3617,"20_24",4
3617,"25_34",16
3617,"35_44",17
3617,"45_54",31
3617,"55_64",30
3617,"65_74",14
3617,"75_84",5
3618,"0_4",31
3618,"5_14",89
3618,"15_19",40
3618,"20_24",35
3618,"25_34",62
3618,"35_44",103
3618,"45_54",98
3618,"55_64",109
3618,"65_74",77
3618,"75_84",22
3620,"0_4",465
3620,"5_14",996
3620,"15_19",523
3620,"20_24",399
3620,"25_34",821
3620,"35_44",863
3620,"45_54",1074
3620,"55_64",1119
3620,"65_74",1052
3620,"75_84",626
3621,"0_4",152
3621,"5_14",341
3621,"15_19",159
3621,"20_24",109
3621,"25_34",245
3621,"35_44",263
3621,"45_54",309
3621,"55_64",305
3621,"65_74",260
3621,"75_84",149
3622,"0_4",24
3622,"5_14",61
3622,"15_19",29
3622,"20_24",11
3622,"25_34",44
3622,"35_44",61
3622,"45_54",72
3622,"55_64",83
3622,"65_74",57
3622,"75_84",18
3623,"0_4",50
3623,"5_14",97
3623,"15_19",36
3623,"20_24",43
3623,"25_34",56
3623,"35_44",94
3623,"45_54",130
3623,"55_64",162
3623,"65_74",140
3623,"75_84",69
3624,"0_4",37
3624,"5_14",71
3624,"15_19",41
3624,"20_24",27
3624,"25_34",52
3624,"35_44",62
3624,"45_54",64
3624,"55_64",90
3624,"65_74",67
3624,"75_84",27
3629,"0_4",532
3629,"5_14",1127
3629,"15_19",603
3629,"20_24",515
3629,"25_34",1052
3629,"35_44",1092
3629,"45_54",1152
3629,"55_64",1249
3629,"65_74",1052
3629,"75_84",553
3630,"0_4",2199
3630,"5_14",4130
3630,"15_19",2076
3630,"20_24",1967
3630,"25_34",4346
3630,"35_44",3723
3630,"45_54",3923
3630,"55_64",3468
3630,"65_74",2814
3630,"75_84",1824
3631,"0_4",763
3631,"5_14",1700
3631,"15_19",880
3631,"20_24",566
3631,"25_34",1276
3631,"35_44",1477
3631,"45_54",1731
3631,"55_64",1488
3631,"65_74",1026
3631,"75_84",480
3633,"0_4",33
3633,"5_14",106
3633,"15_19",40
3633,"20_24",33
3633,"25_34",39
3633,"35_44",76
3633,"45_54",110
3633,"55_64",84
3633,"65_74",73
3633,"75_84",21
3634,"0_4",118
3634,"5_14",232
3634,"15_19",140
3634,"20_24",67
3634,"25_34",162
3634,"35_44",235
3634,"45_54",287
3634,"55_64",289
3634,"65_74",185
3634,"75_84",65
3635,"0_4",28
3635,"5_14",64
3635,"15_19",37
3635,"20_24",29
3635,"25_34",66
3635,"35_44",48
3635,"45_54",91
3635,"55_64",93
3635,"65_74",64
3635,"75_84",18
3636,"0_4",264
3636,"5_14",643
3636,"15_19",324
3636,"20_24",275
3636,"25_34",503
3636,"35_44",522
3636,"45_54",676
3636,"55_64",729
3636,"65_74",689
3636,"75_84",436
3637,"0_4",39
3637,"5_14",88
3637,"15_19",54
3637,"20_24",33
3637,"25_34",61
3637,"35_44",64
3637,"45_54",87
3637,"55_64",88
3637,"65_74",53
3637,"75_84",14
3638,"0_4",105
3638,"5_14",259
3638,"15_19",146
3638,"20_24",96
3638,"25_34",206
3638,"35_44",205
3638,"45_54",259
3638,"55_64",294
3638,"65_74",233
3638,"75_84",187
3639,"0_4",20
3639,"5_14",43
3639,"15_19",12
3639,"20_24",21
3639,"25_34",34
3639,"35_44",36
3639,"45_54",97
3639,"55_64",136
3639,"65_74",77
3639,"75_84",37
3640,"0_4",64
3640,"5_14",165
3640,"15_19",69
3640,"20_24",53
3640,"25_34",111
3640,"35_44",145
3640,"45_54",141
3640,"55_64",134
3640,"65_74",100
3640,"75_84",23
3641,"0_4",87
3641,"5_14",173
3641,"15_19",85
3641,"20_24",56
3641,"25_34",112
3641,"35_44",142
3641,"45_54",180
3641,"55_64",204
3641,"65_74",130
3641,"75_84",54
3644,"0_4",520
3644,"5_14",1132
3644,"15_19",527
3644,"20_24",446
3644,"25_34",929
3644,"35_44",982
3644,"45_54",1143
3644,"55_64",1217
3644,"65_74",1279
3644,"75_84",787
3646,"0_4",33
3646,"5_14",88
3646,"15_19",43
3646,"20_24",23
3646,"25_34",48
3646,"35_44",65
3646,"45_54",83
3646,"55_64",99
3646,"65_74",71
3646,"75_84",33
3647,"0_4",0
3647,"5_14",3
3647,"15_19",15
3647,"20_24",4
3647,"25_34",3
3647,"35_44",9
3647,"45_54",0
3647,"55_64",0
3647,"65_74",0
3647,"75_84",0
3649,"0_4",22
3649,"5_14",62
3649,"15_19",34
3649,"20_24",23
3649,"25_34",33
3649,"35_44",40
3649,"45_54",72
3649,"55_64",68
3649,"65_74",38
3649,"75_84",24
3658,"0_4",378
3658,"5_14",815
3658,"15_19",400
3658,"20_24",372
3658,"25_34",724
3658,"35_44",696
3658,"45_54",979
3658,"55_64",906
3658,"65_74",631
3658,"75_84",247
3659,"0_4",41
3659,"5_14",89
3659,"15_19",45
3659,"20_24",30
3659,"25_34",69
3659,"35_44",77
3659,"45_54",112
3659,"55_64",133
3659,"65_74",90
3659,"75_84",39
3660,"0_4",373
3660,"5_14",784
3660,"15_19",470
3660,"20_24",498
3660,"25_34",749
3660,"35_44",814
3660,"45_54",1036
3660,"55_64",1209
3660,"65_74",916
3660,"75_84",496
3662,"0_4",154
3662,"5_14",135
3662,"15_19",106
3662,"20_24",146
3662,"25_34",307
3662,"35_44",148
3662,"45_54",65
3662,"55_64",14
3662,"65_74",0
3662,"75_84",0
3663,"0_4",20
3663,"5_14",25
3663,"15_19",14
3663,"20_24",4
3663,"25_34",22
3663,"35_44",17
3663,"45_54",13
3663,"55_64",35
3663,"65_74",19
3663,"75_84",7
3664,"0_4",62
3664,"5_14",126
3664,"15_19",54
3664,"20_24",46
3664,"25_34",98
3664,"35_44",136
3664,"45_54",133
3664,"55_64",186
3664,"65_74",144
3664,"75_84",63
3665,"0_4",15
3665,"5_14",32
3665,"15_19",21
3665,"20_24",12
3665,"25_34",15
3665,"35_44",38
3665,"45_54",57
3665,"55_64",74
3665,"65_74",63
3665,"75_84",23
3666,"0_4",194
3666,"5_14",509
3666,"15_19",212
3666,"20_24",160
3666,"25_34",349
3666,"35_44",435
3666,"45_54",601
3666,"55_64",808
3666,"65_74",783
3666,"75_84",451
3669,"0_4",57
3669,"5_14",104
3669,"15_19",61
3669,"20_24",33
3669,"25_34",109
3669,"35_44",86
3669,"45_54",183
3669,"55_64",269
3669,"65_74",244
3669,"75_84",115
3670,"0_4",25
3670,"5_14",50
3670,"15_19",27
3670,"20_24",41
3670,"25_34",48
3670,"35_44",42
3670,"45_54",92
3670,"55_64",142
3670,"65_74",75
3670,"75_84",28
3672,"0_4",500
3672,"5_14",1092
3672,"15_19",582
3672,"20_24",524
3672,"25_34",935
3672,"35_44",971
3672,"45_54",1314
3672,"55_64",1522
3672,"65_74",1468
3672,"75_84",930
3673,"0_4",83
3673,"5_14",206
3673,"15_19",97
3673,"20_24",43
3673,"25_34",129
3673,"35_44",175
3673,"45_54",270
3673,"55_64",355
3673,"65_74",274
3673,"75_84",77
3675,"0_4",81
3675,"5_14",239
3675,"15_19",112
3675,"20_24",56
3675,"25_34",140
3675,"35_44",218
3675,"45_54",268
3675,"55_64",352
3675,"65_74",237
3675,"75_84",84
3677,"0_4",1037
3677,"5_14",2211
3677,"15_19",1049
3677,"20_24",938
3677,"25_34",1952
3677,"35_44",2061
3677,"45_54",2262
3677,"55_64",2319
3677,"65_74",2022
3677,"75_84",1406
3678,"0_4",284
3678,"5_14",888
3678,"15_19",374
3678,"20_24",222
3678,"25_34",423
3678,"35_44",758
3678,"45_54",1040
3678,"55_64",1064
3678,"65_74",866
3678,"75_84",348
3682,"0_4",30
3682,"5_14",109
3682,"15_19",38
3682,"20_24",27
3682,"25_34",37
3682,"35_44",73
3682,"45_54",93
3682,"55_64",111
3682,"65_74",70
3682,"75_84",19
3683,"0_4",76
3683,"5_14",217
3683,"15_19",113
3683,"20_24",65
3683,"25_34",138
3683,"35_44",194
3683,"45_54",307
3683,"55_64",312
3683,"65_74",210
3683,"75_84",105
3685,"0_4",129
3685,"5_14",343
3685,"15_19",137
3685,"20_24",100
3685,"25_34",227
3685,"35_44",330
3685,"45_54",394
3685,"55_64",445
3685,"65_74",365
3685,"75_84",167
3687,"0_4",59
3687,"5_14",122
3687,"15_19",88
3687,"20_24",59
3687,"25_34",88
3687,"35_44",133
3687,"45_54",146
3687,"55_64",143
3687,"65_74",174
3687,"75_84",62
3688,"0_4",86
3688,"5_14",171
3688,"15_19",66
3688,"20_24",61
3688,"25_34",132
3688,"35_44",153
3688,"45_54",195
3688,"55_64",198
3688,"65_74",110
3688,"75_84",44
3690,"0_4",2359
3690,"5_14",4431
3690,"15_19",2220
3690,"20_24",2184
3690,"25_34",4591
3690,"35_44",4069
3690,"45_54",4337
3690,"55_64",4092
3690,"65_74",3048
3690,"75_84",1569
3691,"0_4",665
3691,"5_14",1389
3691,"15_19",717
3691,"20_24",624
3691,"25_34",1098
3691,"35_44",1240
3691,"45_54",1332
3691,"55_64",1287
3691,"65_74",853
3691,"75_84",324
3694,"0_4",0
3694,"5_14",0
3694,"15_19",21
3694,"20_24",49
3694,"25_34",14
3694,"35_44",4
3694,"45_54",9
3694,"55_64",0
3694,"65_74",0
3694,"75_84",0
3695,"0_4",21
3695,"5_14",72
3695,"15_19",37
3695,"20_24",25
3695,"25_34",23
3695,"35_44",57
3695,"45_54",66
3695,"55_64",96
3695,"65_74",55
3695,"75_84",14
3697,"0_4",17
3697,"5_14",69
3697,"15_19",32
3697,"20_24",10
3697,"25_34",33
3697,"35_44",68
3697,"45_54",96
3697,"55_64",130
3697,"65_74",80
3697,"75_84",24
3698,"0_4",20
3698,"5_14",111
3698,"15_19",33
3698,"20_24",17
3698,"25_34",51
3698,"35_44",108
3698,"45_54",120
3698,"55_64",154
3698,"65_74",163
3698,"75_84",69
3699,"0_4",66
3699,"5_14",129
3699,"15_19",58
3699,"20_24",56
3699,"25_34",131
3699,"35_44",150
3699,"45_54",134
3699,"55_64",150
3699,"65_74",148
3699,"75_84",72
3700,"0_4",70
3700,"5_14",157
3700,"15_19",76
3700,"20_24",51
3700,"25_34",116
3700,"35_44",129
3700,"45_54",197
3700,"55_64",206
3700,"65_74",164
3700,"75_84",91
3701,"0_4",62
3701,"5_14",121
3701,"15_19",53
3701,"20_24",31
3701,"25_34",80
3701,"35_44",101
3701,"45_54",164
3701,"55_64",191
3701,"65_74",196
3701,"75_84",66
3704,"0_4",0
3704,"5_14",0
3704,"15_19",0
3704,"20_24",3
3704,"25_34",0
3704,"35_44",0
3704,"45_54",11
3704,"55_64",0
3704,"65_74",3
3704,"75_84",3
3705,"0_4",9
3705,"5_14",41
3705,"15_19",21
3705,"20_24",5
3705,"25_34",18
3705,"35_44",22
3705,"45_54",53
3705,"55_64",39
3705,"65_74",32
3705,"75_84",16
3707,"0_4",85
3707,"5_14",210
3707,"15_19",87
3707,"20_24",79
3707,"25_34",161
3707,"35_44",170
3707,"45_54",233
3707,"55_64",282
3707,"65_74",259
3707,"75_84",183
3708,"0_4",0
3708,"5_14",9
3708,"15_19",0
3708,"20_24",0
3708,"25_34",0
3708,"35_44",3
3708,"45_54",8
3708,"55_64",11
3708,"65_74",13
3708,"75_84",9
3709,"0_4",6
3709,"5_14",21
3709,"15_19",16
3709,"20_24",6
3709,"25_34",14
3709,"35_44",21
3709,"45_54",35
3709,"55_64",88
3709,"65_74",58
3709,"75_84",19
3711,"0_4",31
3711,"5_14",43
3711,"15_19",16
3711,"20_24",15
3711,"25_34",47
3711,"35_44",47
3711,"45_54",68
3711,"55_64",106
3711,"65_74",84
3711,"75_84",34
3712,"0_4",14
3712,"5_14",28
3712,"15_19",17
3712,"20_24",7
3712,"25_34",33
3712,"35_44",32
3712,"45_54",50
3712,"55_64",71
3712,"65_74",77
3712,"75_84",29
3713,"0_4",33
3713,"5_14",65
3713,"15_19",45
3713,"20_24",34
3713,"25_34",74
3713,"35_44",87
3713,"45_54",152
3713,"55_64",181
3713,"65_74",199
3713,"75_84",110
3714,"0_4",148
3714,"5_14",364
3714,"15_19",145
3714,"20_24",136
3714,"25_34",294
3714,"35_44",388
3714,"45_54",442
3714,"55_64",557
3714,"65_74",606
3714,"75_84",285
3715,"0_4",5
3715,"5_14",35
3715,"15_19",17
3715,"20_24",6
3715,"25_34",9
3715,"35_44",25
3715,"45_54",46
3715,"55_64",76
3715,"65_74",68
3715,"75_84",15
3717,"0_4",109
3717,"5_14",321
3717,"15_19",129
3717,"20_24",80
3717,"25_34",153
3717,"35_44",273
3717,"45_54",341
3717,"55_64",491
3717,"65_74",471
3717,"75_84",214
3718,"0_4",0
3718,"5_14",0
3718,"15_19",5
3718,"20_24",0
3718,"25_34",4
3718,"35_44",4
3718,"45_54",19
3718,"55_64",14
3718,"65_74",13
3718,"75_84",3
3719,"0_4",8
3719,"5_14",30
3719,"15_19",14
3719,"20_24",13
3719,"25_34",23
3719,"35_44",37
3719,"45_54",45
3719,"55_64",86
3719,"65_74",72
3719,"75_84",33
3720,"0_4",26
3720,"5_14",62
3720,"15_19",27
3720,"20_24",19
3720,"25_34",34
3720,"35_44",57
3720,"45_54",86
3720,"55_64",119
3720,"65_74",107
3720,"75_84",31
3722,"0_4",298
3722,"5_14",667
3722,"15_19",231
3722,"20_24",201
3722,"25_34",447
3722,"35_44",599
3722,"45_54",645
3722,"55_64",763
3722,"65_74",652
3722,"75_84",338
3723,"0_4",109
3723,"5_14",377
3723,"15_19",242
3723,"20_24",108
3723,"25_34",244
3723,"35_44",307
3723,"45_54",418
3723,"55_64",502
3723,"65_74",506
3723,"75_84",166
3725,"0_4",34
3725,"5_14",72
3725,"15_19",31
3725,"20_24",20
3725,"25_34",58
3725,"35_44",58
3725,"45_54",95
3725,"55_64",124
3725,"65_74",86
3725,"75_84",31
3726,"0_4",17
3726,"5_14",48
3726,"15_19",27
3726,"20_24",9
3726,"25_34",23
3726,"35_44",37
3726,"45_54",58
3726,"55_64",78
3726,"65_74",70
3726,"75_84",18
3727,"0_4",11
3727,"5_14",37
3727,"15_19",25
3727,"20_24",11
3727,"25_34",30
3727,"35_44",22
3727,"45_54",43
3727,"55_64",56
3727,"65_74",52
3727,"75_84",20
3728,"0_4",31
3728,"5_14",68
3728,"15_19",30
3728,"20_24",34
3728,"25_34",61
3728,"35_44",56
3728,"45_54",95
3728,"55_64",108
3728,"65_74",102
3728,"75_84",34
3730,"0_4",484
3730,"5_14",1025
3730,"15_19",437
3730,"20_24",364
3730,"25_34",743
3730,"35_44",855
3730,"45_54",1048
3730,"55_64",1276
3730,"65_74",1347
3730,"75_84",865
3732,"0_4",33
3732,"5_14",71
3732,"15_19",43
3732,"20_24",22
3732,"25_34",37
3732,"35_44",78
3732,"45_54",76
3732,"55_64",102
3732,"65_74",81
3732,"75_84",33
3733,"0_4",12
3733,"5_14",28
3733,"15_19",4
3733,"20_24",3
3733,"25_34",7
3733,"35_44",33
3733,"45_54",29
3733,"55_64",44
3733,"65_74",24
3733,"75_84",22
3735,"0_4",42
3735,"5_14",59
3735,"15_19",33
3735,"20_24",24
3735,"25_34",47
3735,"35_44",63
3735,"45_54",102
3735,"55_64",110
3735,"65_74",72
3735,"75_84",37
3737,"0_4",183
3737,"5_14",454
3737,"15_19",262
3737,"20_24",161
3737,"25_34",332
3737,"35_44",416
3737,"45_54",657
3737,"55_64",743
3737,"65_74",522
3737,"75_84",393
3738,"0_4",12
3738,"5_14",28
3738,"15_19",13
3738,"20_24",8
3738,"25_34",17
3738,"35_44",25
3738,"45_54",39
3738,"55_64",49
3738,"65_74",27
3738,"75_84",3
3739,"0_4",9
3739,"5_14",30
3739,"15_19",14
3739,"20_24",5
3739,"25_34",12
3739,"35_44",25
3739,"45_54",29
3739,"55_64",46
3739,"65_74",24
3739,"75_84",10
3740,"0_4",41
3740,"5_14",143
3740,"15_19",51
3740,"20_24",43
3740,"25_34",97
3740,"35_44",120
3740,"45_54",163
3740,"55_64",186
3740,"65_74",151
3740,"75_84",68
3741,"0_4",152
3741,"5_14",316
3741,"15_19",162
3741,"20_24",122
3741,"25_34",275
3741,"35_44",366
3741,"45_54",414
3741,"55_64",477
3741,"65_74",487
3741,"75_84",216
3744,"0_4",22
3744,"5_14",70
3744,"15_19",16
3744,"20_24",14
3744,"25_34",45
3744,"35_44",58
3744,"45_54",74
3744,"55_64",80
3744,"65_74",49
3744,"75_84",24
3746,"0_4",21
3746,"5_14",26
3746,"15_19",20
3746,"20_24",22
3746,"25_34",24
3746,"35_44",43
3746,"45_54",62
3746,"55_64",63
3746,"65_74",74
3746,"75_84",21
3747,"0_4",202
3747,"5_14",541
3747,"15_19",216
3747,"20_24",132
3747,"25_34",365
3747,"35_44",565
3747,"45_54",690
3747,"55_64",810
3747,"65_74",663
3747,"75_84",312
3749,"0_4",78
3749,"5_14",255
3749,"15_19",117
3749,"20_24",61
3749,"25_34",122
3749,"35_44",224
3749,"45_54",312
3749,"55_64",288
3749,"65_74",245
3749,"75_84",118
3750,"0_4",1281
3750,"5_14",1194
3750,"15_19",371
3750,"20_24",541
3750,"25_34",2477
3750,"35_44",1557
3750,"45_54",703
3750,"55_64",536
3750,"65_74",283
3750,"75_84",95
3751,"0_4",10
3751,"5_14",30
3751,"15_19",17
3751,"20_24",13
3751,"25_34",34
3751,"35_44",22
3751,"45_54",38
3751,"55_64",44
3751,"65_74",40
3751,"75_84",26
3752,"0_4",1879
3752,"5_14",3865
3752,"15_19",1653
3752,"20_24",1484
3752,"25_34",3471
3752,"35_44",4195
3752,"45_54",3341
3752,"55_64",1959
3752,"65_74",1234
3752,"75_84",650
3753,"0_4",242
3753,"5_14",377
3753,"15_19",113
3753,"20_24",120
3753,"25_34",438
3753,"35_44",364
3753,"45_54",290
3753,"55_64",198
3753,"65_74",142
3753,"75_84",33
3754,"0_4",4530
3754,"5_14",6106
3754,"15_19",1996
3754,"20_24",1987
3754,"25_34",7334
3754,"35_44",6713
3754,"45_54",4116
3754,"55_64",2610
3754,"65_74",1765
3754,"75_84",491
3755,"0_4",10
3755,"5_14",24
3755,"15_19",16
3755,"20_24",14
3755,"25_34",34
3755,"35_44",21
3755,"45_54",34
3755,"55_64",31
3755,"65_74",45
3755,"75_84",18
3756,"0_4",978
3756,"5_14",1807
3756,"15_19",813
3756,"20_24",721
3756,"25_34",1819
3756,"35_44",1670
3756,"45_54",1714
3756,"55_64",1340
3756,"65_74",739
3756,"75_84",252
3757,"0_4",515
3757,"5_14",1348
3757,"15_19",619
3757,"20_24",490
3757,"25_34",911
3757,"35_44",1230
3757,"45_54",1329
3757,"55_64",1108
3757,"65_74",825
3757,"75_84",415
3758,"0_4",135
3758,"5_14",336
3758,"15_19",170
3758,"20_24",114
3758,"25_34",231
3758,"35_44",319
3758,"45_54",334
3758,"55_64",293
3758,"65_74",204
3758,"75_84",47
3759,"0_4",27
3759,"5_14",149
3759,"15_19",97
3759,"20_24",64
3759,"25_34",76
3759,"35_44",118
3759,"45_54",208
3759,"55_64",185
3759,"65_74",90
3759,"75_84",33
3760,"0_4",15
3760,"5_14",51
3760,"15_19",30
3760,"20_24",25
3760,"25_34",27
3760,"35_44",34
3760,"45_54",83
3760,"55_64",68
3760,"65_74",33
3760,"75_84",10
3761,"0_4",65
3761,"5_14",172
3761,"15_19",94
3761,"20_24",84
3761,"25_34",116
3761,"35_44",140
3761,"45_54",201
3761,"55_64",195
3761,"65_74",110
3761,"75_84",41
3762,"0_4",8
3762,"5_14",3
3762,"15_19",12
3762,"20_24",11
3762,"25_34",8
3762,"35_44",17
3762,"45_54",19
